article_id,positive_sentiment,negative_sentiment,organizations,persons,locations,timestamp,longitude,latitude
20191126130000-1768,4.67980295566502,1.72413793103448,instagram;american kennel club;cnn,darcy mayo,Germany;United States,20191126130000,10.5,51.5
20190507010000-1078,1.51843817787419,2.38611713665944,department of homeland security;immigration services;cnn;us chamber;labor department;department of labor,eli watkins;jamie ehrlich;kirstjen nielsen;neil bradley;kevin mcaleenan,"Florida, United States;United States",20190507010000,-81.717,27.8333
20190606210000-1611,4.7904191616766525,3.2934131736527004,national park service;cnn;mount rainier national park,ruslan khasbulatov;yevgeniy krasnitskiy;kostya constantine toporov,"New York, United States;Portland, Oregon, United States;New Jersey, United States;White River, New York, United States;Mount Rainier, Washington, United States;Oregon, United States;Washington, United States;Liberty Ridge, Washington, United States;Jersey City, New Jersey, United States;Seattle, Washington, United States;Mount Rainier National Park, Washington, United States",20190606210000,-74.9384,42.1497
20190602160000-1460,5.5766793409379005,3.4220532319391603,tottenham hotspur in champions league;champions league,jurgen klopp;harry kane;poch tottenham;virgil van dijk;mauricio pochettino,"Istanbul, Istanbul, Turkey;Kansas, United States;Arkansas, United States;London, London, City Of, United Kingdom;Madrid, Madrid, Spain",20190602160000,28.9647,41.0186
20190908171500-995,0.7633587786259541,5.34351145038168,police service of northern ireland,sergeant brian reid,"County Fermanagh, Fermanagh, United Kingdom;Northern Ireland, Craigavon, United Kingdom;Maguiresbridge, Fermanagh, United Kingdom",20190908171500,-7.5,54.3333
20191111171500-1026,3.45572354211663,5.183585313174951,public prosecution service;european court,theresa may;jeffrey donaldson;aidan mcanespie;daniel hegarty;jayne mccormack;doug beattie;norman smith;ben wallace;joe mccann;jeremy corbyn;simon coveney;john pat cunningham;linda dillon;boris johnson,"Ireland;United Kingdom;Northern Ireland, Craigavon, United Kingdom;Londonderry, Derry, United Kingdom",20191111171500,-8.0,53.0
20191213184500-234,1.87590187590188,2.9581529581529598,house intelligence committee;white house;trump national security council;national security council;cnn;a national security council,donald trump;alexander vindman;joe biden;keith kellogg;eric brewer;rob blair;mike pompeo;robert obrien;mick mulvaney;mike pence;john bolton;barack obama;george w bush;jennifer williams;kevin liptak;john eisenberg;colin kahl;matt pottinger,"Mexico;Australia;Russia;Washington, Washington, United States;Ukraine",20191213184500,-102.0,23.0
20190827194500-2304,0.7352941176470591,4.04411764705882,lebanese embassy;harvard university;cnn;united states,lawrence bacow;michael pompeo;ismail ajjawi;jason newton;kevin mcaleenan,United States;Israel;Lebanon,20190827194500,-98.5795,39.828175
20190515224500-712,5.64784053156146,6.64451827242525,alabama senate;u s supreme court;supreme court roe v wade;cnn,,"Alabama, United States;United States",20190515224500,-86.8073,32.799
20190122194500-495,1.06100795755968,2.12201591511936,government boy higher secondary school;freight transport association;kent county council,heidi skinner;mike whiting,"Trichy, Tamil Nadu, India;Musiri, Tamil Nadu, India;Chennai, Tamil Nadu, India;Manston, Kent, United Kingdom;Dover, Kent, United Kingdom;United Kingdom",20190122194500,78.6856,10.805
20190803001500-567,0.0,8.06451612903226,facebook,ioan buda;alexandru bogdan;viorica dancila;alexandru cumpanasu;alexandra macesanu;gheorghe dinca;ecaterina andronescu;nicolae moga;alexandru cumpanasu facebook;luiza melencu,"Bucharest, Bucuresti, Romania;Romania",20190803001500,26.1,44.4333
20190912153000-2086,2.06766917293233,1.69172932330827,cnn,nathan harris;sam whitelock;sam cane;aaron smith;jordie barrett;luke whitelock;codie taylor;ngani laumape;steve hansen;brodie retallick;ben smith;kieran read;joe moody;ryan crotty;scott barrett;rieko ioane;brian odriscoll;beauden barrett;ardie savea;vaea fifita;dane coles;karl tuinukuafe;damian mckenzie;anton lienert-brown;owen franks;liam squire,New Zealand;Ireland;France,20190912153000,174.0,-42.0
20191001031500-1156,2.44274809160305,5.0381679389313,university of london;european court,piers morgan;fran unsworth;hanna yusuf;susannah reid;queen mary;lyse doucet;zaynab hussein;sophia smith galer,United Kingdom;Somalia,20191001031500,-4.0,54.0
20191119174500-723,5.6980056980057,7.1225071225071215,high court,alistair thomson;phil newby;justice irwin,"United Kingdom;London, London, City Of, United Kingdom",20191119174500,-4.0,54.0
20191028050000-1018,2.19123505976096,3.78486055776892,cnn,buddhika weerasinghe getty,"Osaka, Osaka, Japan;Japan;Kyoto, Kyoto, Japan;Kamakura, Kanagawa, Japan",20191028050000,135.5,34.6667
20190508003000-385,2.72536687631027,5.87002096436059,african national congress;democratic alliance,andrew harding;cyril ramaphosa,South Africa,20190508003000,26.0,-30.0
20190417004500-1377,7.4162679425837315,0.478468899521531,university of salford;champions league;tottenham champions league;disney;cnn,lee sungmo;bayer leverkusen;simon chadwick;shinji kagawa,"Germany;Vietnam, Republic Of;Hamburg, Hamburg, Germany;Japan;South Korea",20190417004500,10.5,51.5
20190306221500-2283,2.66106442577031,2.38095238095238,rider university;winshape foundation;cnn;statement of community,dan cathy;kristine brown;cynthia newman;charley furey;truett cathy,"New Jersey, United States;Rider University, New Jersey, United States",20190306221500,-74.5089,40.314
20190317134500-366,1.5812431842966201,5.507088331515808,department of homeland security;white house;justice department;national association of immigration judges;human services department;justice team;us government accountability office;national treasury employees union;accenture;office for immigration;accenture federal services;house homeland security committee,alex azar;james mchenry;donald trump;kirstjen nielsen;jeff sessions;john sandweg;rodolfo karisch;tony reardon;john goodman,"Mexico;Phoenix, Arizona, United States;Arizona, United States;United States;Lukeville, Arizona, United States;Washington, Washington, United States",20190317134500,-102.0,23.0
20200101043000-856,0.0,11.25,united states,donald trump,"United States;Syria;Iraq;Baghdad, Baghdad, Iraq;Iran",20200101043000,-98.5795,39.828175
20200104030000-596,0.16778523489932906,4.02684563758389,university of reading;university of york;world wide fund for nature;university of sydney,chris dickman;colin beale;tom oliver,"Australia;Sydney, New South Wales, Australia",20200104030000,135.0,-25.0
20190610103000-1227,2.24913494809689,4.4982698961937695,defense ministry;ministry of defense;misawa air;united states,pacific ocean;akinori hosomi;takeshi iwaya,"Japan;Tokyo, Tokyo, Japan;United States;Russia",20190610103000,138.0,36.0
20190719143000-2363,1.9243986254295504,5.63573883161512,us navy;us naval forces central;united kingdom navy;united nations;cnn;united states;foreign affairs mohammad javad zarif;iran air;abraham lincoln carrier strike group;us department of defense,javad zarif;donald trump;rand paul;sea hawk;john p murtha;sarah sirgany;fareed zakaria;jason a burns,"Gibraltar;United States;Iraq;United Kingdom;Damascus, Dimashq, Syria;Iran;The White House, District Of Columbia, United States;Tehran, Tehran, Iran;Syria;Gulf Of Oman, Iran (General), Iran;Spain;Bahrain",20190719143000,-5.35,36.133333
20190624183000-1340,0.819672131147541,4.9180327868852505,cnn,johannes laubach;james masters;atika shubert,"Germany;Hanover, Niedersachsen, Germany;Ahlbach, Rheinland-Pfalz, Germany;Berlin, Berlin, Germany",20190624183000,10.5,51.5
20190304214500-1151,2.55639097744361,1.3533834586466202,instagram;princeton university;facebook;cnn,donie osullivan;jeremy burge;marty puranik,"New York, United States",20190304214500,-74.9384,42.1497
20190814210000-2019,1.4527845036319598,2.9055690072639195,,,,20190814210000,,
20190619223000-714,2.5483304042179302,3.5149384885764503,national election defense coalition;senate republicans;officers association;senate majority leader mitch mcconnell;senate minority leader chuck schumer;election systems software;cnn,kay stimson;ron wyden;donald trump;kathy rogers;mitch mcconnell;christopher wray;tom burt;susan greenhalgh;maurice turner,"New York, United States;Georgia, United States;United States;South Carolina, United States;Kentucky, United States;Florida, United States;Illinois, United States;Oregon, United States;Russia",20190619223000,-74.9384,42.1497
20190317100000-1092,1.1299435028248601,1.69491525423729,,donald trump;barack obama;elizabeth warren;joe biden;jo biden;hillary clinton;bernie sanders;kamala harris,"Delaware, United States;Dover, Delaware, United States;Alexandria, Al Iskandariyah, Egypt;Texas, United States",20190317100000,-75.5148,39.3498
20190617093000-331,3.9344262295082,4.9180327868852505,,jayant shaw;harry houdini;chanchal lahiri,"Hindustan, India (General), India;Kolkata, West Bengal, India;Hooghly River, West Bengal, India",20190617093000,76.0,28.0
20190423014500-1505,2.05655526992288,4.11311053984576,united states congress;cnn,donald trump;robert mueller;elizabeth warren;julian castro,"United States;Massachusetts, United States",20190423014500,-98.5795,39.828175
20190420123000-434,2.22222222222222,5.55555555555556,united nations,,,20190420123000,,
20191027021500-696,2.94117647058824,5.882352941176469,,jane fonda;ted danson,"Hollywood, California, United States;White House, District Of Columbia, United States",20191027021500,-118.32700000000001,34.0983
20190816113000-1705,1.55925155925156,4.67775467775468,regulatory agency,nigel mercer;linzy bromfield;zahra nanji,"Chelmsford, Essex, United Kingdom;United Kingdom;Essex, Essex, United Kingdom",20190816113000,0.483333,51.7333
20191017000000-802,2.64150943396226,5.5345911949685505,instagram;twitter;facebook;disney channel,bella thorne;whoopi goldberg;mickey rourke,"Australia;Beverly Hills, Queensland, Australia;United States",20191017000000,135.0,-25.0
20190528054500-367,1.88323917137476,5.461393596986821,carolina law enforcement division;fedex;environmental protection agency;national bar association;university of south florida;tulane university;cnn;united states;tarrant county criminal district attorney office;supreme court justice thurgood marshall;us supreme court;facebook,thurgood marshall;trayvon martin;walter scott;michael drejka;antwon golatte;darran simon;daryl washington;bau tranwhile;oshae terry;michael slager;michele k rayner-goolsby;charley wilkison;amber guyger;bob gualtieri;johnnie cochran;benjamin crump;anthony scott;s lee merritt;botham jean;ron goldman;robert l rogers;judy scott;nicole brown simpson;nouman raja;l chris stewart;corey jones;justin bamberg;roy oliver;braden goyette;john nowak;mark hughes;feidin santana;allison jean,"Louisiana, United States;Georgia, United States;Lumberton, North Carolina, United States;United States;Arlington, Texas, United States;North Carolina, United States;Texas, United States;Atlanta, Georgia, United States;Florida, United States;Pinellas County, Florida, United States;University Of South Florida, Florida, United States;North Charleston, South Carolina, United States;Palm Beach Gardens, Florida, United States;Tarrant County, Texas, United States;Jordan;South Carolina, United States;Balch Springs, Texas, United States;Dallas County, Texas, United States;Clearwater, Florida, United States;Dallas, Texas, United States;Chicago, Illinois, United States",20190528054500,-91.8749,31.1801
20190517143000-146,1.7021276595744699,2.97872340425532,technavio research;national institutes of health clinical center;department of nutritional sciences at rutgers university;cnn;united states,jesse maida;nurgul fitzgerald;sanjay gupta,"China;United States;Indiana, United States;United Kingdom;Pakistan;Canada",20190517143000,105.0,35.0
20190214170000-865,2.5423728813559303,3.2357473035439104,walmart;bespoke investment group;cnn;united states;nasdaq;census department;outback steakhouse;nvidia;emirates;nordstrom;nestle;airbus,jethro mullen;ivana kottasov;danielle wiener-bronner;charles riley;robert lighthizer;matt egan;tom enders;lydia depillis;mark schneider;steven mnuchin;ellie mae;ian shepherdson,"China;Beijing, Beijing, China;Australia;Dubai, Dubayy, United Arab Emirates;United States;California, United States;Switzerland",20190214170000,105.0,35.0
20191011021500-236,2.72511848341232,6.9905213270142195,high court,arlene foster;sarah ewart;michelle oneil,"Ireland;Belfast, Belfast, United Kingdom;United Kingdom;Northern Ireland, Craigavon, United Kingdom;Londonderry, Derry, United Kingdom",20191011021500,-8.0,53.0
20190805163000-1304,0.687285223367698,4.12371134020619,,grigory sobchenko getty,"Germany;Mongolia;Buryat, Irkutskaya Oblast', Russia;Poland;Russia;Belgium",20190805163000,10.5,51.5
20190204181500-2291,1.91029900332226,3.40531561461794,stone mountain middle school in atlanta,travis scott;donald trump,"Mexico;New Mexico, United States;United States;United Kingdom;London, London, City Of, United Kingdom",20190204181500,-102.0,23.0
20190917120000-1086,1.2847965738758,6.20985010706638,us department of defense;cnn,javad zarif;abbas mousavi;mike pompeo,"Iraq;Iran;Kuwait;Saudi Arabia;Yemen;Khurais, Ash Sharqiyah, Saudi Arabia;Riyadh, Ar Riya?, Saudi Arabia;Abaqaiq, Ash Sharqiyah, Saudi Arabia",20190917120000,44.0,33.0
20190624173000-1916,1.7928286852589599,5.57768924302789,school of medicine;university of nottingham;cnn,michael symonds;sanjay gupta,,20190624173000,,
20190810034500-845,0.9244992295839748,3.54391371340524,joseph county superior court;united express;bend international airport;joseph county prosecutor office;cnn;air wisconsin,eric tamashasky;jessica mcbrier;aaron scherb,"South Bend, Indiana, United States;India;Waukesha, Wisconsin, United States;Wisconsin, United States;Chicago, Illinois, United States",20190810034500,-86.25,41.6834
20190215194500-367,0.6230529595015579,4.98442367601246,supreme court;white house;guildford town centre,donald trump;corporal elenore sturko,"Mexico;Arizona, United States;Canada;United States;Texas, United States;Washington, Washington, United States",20190215194500,-102.0,23.0
20190329211500-2063,1.84049079754601,2.14723926380368,twitter;european union;facebook,theresa may;matt damon,"Syria;Ireland;Belfast, Belfast, United Kingdom;United Kingdom;Northern Ireland, Craigavon, United Kingdom;France;Turkey",20190329211500,38.0,35.0
20190721063000-851,3.2116788321167897,2.48175182481752,,tom brown;paul mcginley;uncle sam;tony stevenson,"Japan;County Antrim, Ballymena, United Kingdom;Ireland;Portrush, Coleraine, United Kingdom",20190721063000,138.0,36.0
20190815011500-371,1.4035087719298205,7.89473684210526,health sciences center;philadelphia police sgt;temple university health sciences center;philadelphia police;cnn;temple university,richard ross;eric gripp;matt rourke;ray betson;mark morales;evan perez,"Health Sciences Center, Pennsylvania, United States;Temple University, Pennsylvania, United States;Philadelphia, Pennsylvania, United States;Nicetown, Pennsylvania, United States",20190815011500,-75.1658,40.0903
20190128160000-249,1.47058823529412,7.84313725490196,,sergei skripal;george galloway,"Broadmoor, Pembrokeshire, United Kingdom;Syria;Salisbury, Mashonaland East, Zimbabwe;United Kingdom;Moscow, Moskva, Russia;Russia",20190128160000,-4.755,51.7172
20190526203000-698,2.6255707762557097,3.19634703196347,callendar house is watling lodge;hunterian museum;national museum of scotland;university of glasgow,louisa campbell;fraser hunter;geoff bailey;croy hill;seabegs wood,"Antonine Wall, East Dunbartonshire, United Kingdom;Glasgow, Glasgow City, United Kingdom;Northumberland, Northumberland, United Kingdom;Roma, Lazio, Italy;United Kingdom;Cumbria, Cumbria, United Kingdom;Bar Hill, South Ayrshire, United Kingdom;Bearsden, East Dunbartonshire, United Kingdom;Edinburgh, Edinburgh, City Of, United Kingdom",20190526203000,-4.066669999999999,55.9667
20191205130000-1657,2.78372591006424,4.2826552462526815,parenthood federal advocacy communications;department of health;human services;cnn,sam lau;cory gardner;martha mcsally;thom tillis;patty murray,"Colorado, United States;Arizona, United States;North Carolina, United States;Washington, Washington, United States",20191205130000,-105.32700000000001,39.0646
20190211164500-669,1.7133956386292801,3.1152647975077903,morgan stanley;levi strauss co;european union;cnn;nasdaq,ivana kottasov;canaccord genuity;theresa may;morgan stanley;james gorman;robert lighthizer;chris isidore;steven mnuchin;paul dales,"China;Beijing, Beijing, China;United States;California, United States;United Kingdom;Toronto, Ontario, Canada",20190211164500,105.0,35.0
20190520104500-608,2.90964777947933,3.67534456355283,instagram;twitter,daenerys targaryen;emilia clarke;metro adam starkey;stephen king;nick hilton;nicola agius;gwendoline christie;john bradley west;sophie turner;erik kain;lucy mangan,,20190520104500,,
20190624183000-363,2.97619047619048,4.96031746031746,cnn,megan rapinoe;leila ouahabi;jennifer hermoso;sandra panos;tobin heath;jorge vilda;jill elli;becky sauerbrunn;ignacio quereda;rose lavelle,"Germany;United States;France;Spain;Reims, Champagne-Ardenne, France",20190624183000,10.5,51.5
20190218214500-1538,7.9646017699115,3.244837758112089,marvel television;our network;netflix;disney;cnn,jessica jones;bob iger;jeph loeb;kevin mayer;tom hiddleston,"New York, United States",20190218214500,-74.9384,42.1497
20190914024500-456,0.636942675159236,4.77707006369427,violet township fire department;diley ridge medical center;fairfield county sheriff office deputy;mount carmel health system;cnn;police do,rebekah riess;alex lape;mike little;jason boch;michael englehart,"Columbus, Ohio, United States;Canal Winchester, Ohio, United States;Fairfield County, Ohio, United States;Ohio, United States",20190914024500,-82.9988,39.9612
20190206180000-132,1.7774343122101999,2.55023183925811,us national guard;great army;national science foundation;great army rare;cnn;northwestern university;northwestern university weinberg college of arts,everett lasher;yarrow axford,"Germany;Australia;New Zealand;Sri Lanka;New York, United States;Greenland;Antarctica",20190206180000,10.5,51.5
20190610150000-1030,0.589970501474926,1.47492625368732,priva holdings;ocado;jones food company;united states,,"United States;United Kingdom;France;London, London, City Of, United Kingdom",20190610150000,-98.5795,39.828175
20191118210000-1257,6.1797752808988795,1.87265917602996,netflix;colman;cnn;academy award,claire foy;colman queen elizabeth;meghan markle;diana spencer;tobias menzie;helena bonham carter;olivia colman;steve carell;josh oconnor;queen elizabeth;ricky gervais;prince harry,United States;United Kingdom,20191118210000,-98.5795,39.828175
20190102180000-2490,4.84429065743945,0.865051903114187,tokyo gakugei university;sanrio;twitter;olympics;cnn,joshua paul dale,"Shiki, Saitama, Japan;Japan;Tokyo, Tokyo, Japan;United Kingdom;Saitama, Saitama, Japan;Funabashi, Chiba, Japan",20190102180000,139.583,35.8333
20191205124500-243,1.96078431372549,8.021390374331549,database center;korea institute for national unification;korea future initiative;good lawyers law firm,choi hyun-soo,"China;North Korea;Kansas, United States",20191205124500,105.0,35.0
20190603204500-43,2.29709035222052,3.06278713629403,british heart foundation;queen mary university of london;british cardiovascular society;cnn,kenneth fung;metin avkiran;sanjay gupta,United States;United Kingdom,20190603204500,-98.5795,39.828175
20190305173000-2587,2.03045685279188,9.64467005076142,american members of congress;america first committee;bureau of investigation;international holocaust remembrance alliance;federal bureau of investigation;united states,leo frank;alfred dreyfuss;john f kennedy;henry ford;ilhan omar,Germany;Japan;United States;Israel;France,20190305173000,10.5,51.5
20190418044500-323,2.69020596889449,3.36275746111812,congress party;bahujan samaj party;indian national congress party;samajwadi party;cnn;bharatiya janata party;indian meteorological department;bahujan samaj party in uttar pradesh;india election commission;indian election commission;senior bhartiya janata party;election commission;his bharatiya janata party;bhartiya janata party,arun jaitley;donald trump;jaya prada;azam khan;abeer kapoor;amit shah;kathir anand;queen cersei lannister;yogi adityanath;tywin lannister;petyr baelish;jon snow;prime minister;lok sabha;maneka gandhi;king joffrey baratheon;rajnath singh;helen regan;sugam pokharel;narendra modi;dravida munnetra kazhagam;swati gupta,"Madhya Pradesh, Madhya Pradesh, India;Manipur, Uttar Pradesh, India;Karnataka, Karnataka, India;India;New Delhi, Delhi, India;Tamil Nadu, Tamil Nadu, India;Uttar Pradesh, Uttar Pradesh, India;Vellore, Tamil Nadu, India;Chennai, Tamil Nadu, India",20190418044500,78.5,23.5
20191217004500-1868,1.52477763659466,4.8284625158831,high court,emily thornberry;lisa nandy;jess phillips;dina asher-smith;lewis hamilton;angela rayner;serena kutchinsky;jeremy corbyn;ben stokes;leila naithoo;keir starmer;john pienaar;boris johnson,"Anak, Hwanghae-Bukto, North Korea;Australia;New Zealand;United Kingdom;Heathrow, Hillingdon, United Kingdom;North Korea;Wigan, Wigan, United Kingdom;London, London, City Of, United Kingdom",20191217004500,125.494,38.5108
20190520013000-327,6.33802816901408,0.0,cnn,adam white,"Cambridge, Cambridgeshire, United Kingdom;London, London, City Of, United Kingdom",20190520013000,0.116667,52.2
20191113020000-608,1.9047619047619,0.0,university of oxford,behnaz hosseini,Iraq;Iran,20191113020000,44.0,33.0
20191009154500-1461,8.05369127516778,0.6711409395973149,international fund for animal welfare;united kingdom international search;animal rescue centre new arc in aberdeenshire,pauline marley;james sawyer;gary carroll,"Aberdeenshire, Aberdeenshire, United Kingdom;Torphins, Aberdeenshire, United Kingdom;United Kingdom;Ellon, Aberdeenshire, United Kingdom;Nepal",20191009154500,-2.66667,57.1667
20191023041500-519,4.984740590030519,1.83112919633774,paris artists rights society;hirshhorn museum;aaron;cnn;d c hirshhorn museum;philadelphia museum of art;york museum of modern art mo;association marcel duchamp,peggy guggenheim;andy warhol;diane arbus;joseph beuy;bruce nauman;henri cartier-bresson;joseph beuys;sherrie levine;melissa chiu;donald judd;man ray;juan munoz;barbara levine;ginanne brownell mitic;marcel duchamp,"Germany;New York, United States;Japan;United States;Paris, France (General), France;Netherlands;Kawara, Kagoshima, Japan;Philadelphia, Pennsylvania, United States;Washington, Washington, United States;Italy;France",20191023041500,10.5,51.5
20191124031500-181,1.35746606334842,0.0,national maritime operations centre in fareham,david jones,"Bima, Jawa Barat, Indonesia;Australia;Malaysia;Fareham, Hampshire, United Kingdom;United Kingdom;Indonesia;Hampshire, Hampshire, United Kingdom;Nusa Tenggara, Indonesia (General), Indonesia",20191124031500,107.594,-6.9088899999999995
20191122214500-711,2.22222222222222,2.51851851851852,churchill boys school;twitter;queen elizabeth girls high school,leonid brezhnev;cecil rhodes;emmerson mnangagwa;emmerson dambudzo mnangagwa;congo patrice lumumba;jomo kenyatta;robert mugabe;abdel gamal nasser;shingai nyoka;fidel castro;cecil john rhodes,"Harare, Mashonaland East, Zimbabwe;United Kingdom;Zimbabwe;China;Cuba;South Africa;Angola;Tunya, Mariy-El, Russia;Russia;Victoria Falls, Matabeleland North, Zimbabwe",20191122214500,31.0447,-17.8178
20191007194500-1949,3.38983050847458,1.69491525423729,fendi;valentino,,,20191007194500,,
20190524000000-570,0.681818181818182,0.22727272727272704,census bureau;us census bureau;cnn,john kerry;donald trump;george w bush;hillary clinton;ron brownstein,"New York, United States;Montana, United States;United States;North Carolina, United States;Fort Worth, Texas, United States;Texas, United States;Florida, United States;Monaco;Illinois, United States;San Antonio, Texas, United States;Oregon, United States;Michigan, United States;Arizona, United States;Colombia;Phoenix, Arizona, United States;Pennsylvania, United States;Ohio, United States",20190524000000,-74.9384,42.1497
20191007143000-13,2.9940119760479,5.389221556886232,,gerald ford;donald trump;victor marrero,"New York, United States",20191007143000,-74.9384,42.1497
20191104154500-1733,1.70940170940171,1.4957264957265,siena college,donald trump;elizabeth warren;joe biden;bernie sanders,"New York, United States;Arizona, United States;North Carolina, United States;Vermont, United States;The White House, District Of Columbia, United States;Iowa, United States;Florida, United States;Siena College, New York, United States;Wisconsin, United States;Pennsylvania, United States;Michigan, United States",20191104154500,-74.9384,42.1497
20200107011500-437,2.5761124121779906,4.21545667447307,department of homeland security;department of justice;us office of special counsel;cnn,robert mueller;priscilla alvarez;henry j kerner;janet napolitano,"Eagle Pass, Texas, United States;Texas, United States;Washington, Washington, United States",20200107011500,-100.5,28.7091
20190304011500-1451,2.1276595744680904,8.51063829787234,russia supreme court;supreme court,vladimir putin,"Surgut, Khanty-Mansiyskiy Avtonomnyy Okrug, Russia;Russia",20190304011500,73.4167,61.25
20191015121500-1981,3.17775571002979,8.14299900695134,feinberg school of medicine;cnn;presbyterian columbia university irving medical center;york university langone medical center,laura berman;christina penfield,"New York, United States",20191015121500,-74.9384,42.1497
20190716070000-1186,2.7149321266968296,4.9773755656108625,american foundation for suicide prevention;netflix;cnn,christine moutier;katherine langford;brian yorkey;jay asher;hannah baker,United States,20190716070000,-98.5795,39.828175
20190405113000-2069,1.0752688172043001,3.9426523297491003,council of foreign relations on;federal reserve bank;cnn,mellody hobson;donald trump;stephen moore;herman cain;jay powell;jamie dimon,United States,20190405113000,-98.5795,39.828175
20190920003000-1538,2.66512166859791,5.79374275782155,united nations,shia muslim;donald trump;mike pompeo;ali khamenei,"Iran;China;Saudi Arabia;Yemen;United Arab Emirates;France;Bahrain;Abqaiq, Ash Sharqiyah, Saudi Arabia",20190920003000,53.0,32.0
20191109073000-1026,2.61780104712042,3.926701570680629,democratic unionist party;green party,david simpson;lady hermon,"Upper Bann, Craigavon, United Kingdom;Belfast, Belfast, United Kingdom;United Kingdom;North Down, North Down, United Kingdom;Northern Ireland, Craigavon, United Kingdom",20191109073000,-6.5166699999999995,54.5
20190209030000-1914,1.44628099173554,2.06611570247934,ferry naming committee;carolina department of transportation;cnn,atlantic ocean;kitty hawk;marc basnight;herbert c bonner,"North Carolina, United States;North Carolina Department Of Transportation, North Carolina, United States;Rodanthe, North Carolina, United States;Oregon Inlet, North Carolina, United States;Raleigh, North Carolina, United States",20190209030000,-79.8431,35.6411
20200102204500-741,0.338983050847458,6.44067796610169,mr kolb assembly;york state assembly,brian kolb;kieran lalor;kevin henderson,,20200102204500,,
20190522134500-2539,3.40632603406326,10.4622871046229,us supreme court;cnn,eli watkins;tony evers,"Georgia, United States;Western Sahara;Alabama, United States;Ohio, United States;Milwaukee, Wisconsin, United States;Mississippi, United States",20190522134500,-83.6487,32.9866
20191220213000-1746,0.821917808219178,7.671232876712331,fort worth police department;louisiana xavier university;cnn,hollie silverman;s lee merritt;atatiana jefferson;brad parks;sheena jones,,20191220213000,,
20190627100000-1191,3.00250208507089,2.16847372810676,cambridge university,loyle carner;julie adenuga;michael omari;lady leshurr;nadia rose;dizzee rascal;stefflon don getty;john peel;emily eavis;tim routledge;tinie tempah;stefflon don;boris johnson,"Kano, Kano, Nigeria;Cambridge, Cambridgeshire, United Kingdom;Glastonbury, Somerset, United Kingdom;United Kingdom;Croydon, Croydon, United Kingdom;London, London, City Of, United Kingdom",20190627100000,8.51667,11.9964
20191001064500-24,2.6845637583892596,6.54362416107383,white house;oval office,deng xiaoping;mao zedong;donald trump;george h w bush;richard nixon;barack obama,"Taiwan;United States;Hong Kong;Causeway Bay, Hong Kong (General), Hong Kong;Washington, Washington, United States;China;South China Sea, Brunei (General), Brunei;Tiananmen Square, Beijing, China",20191001064500,121.0,24.0
20190617000000-874,2.45022970903522,2.29709035222052,white house;development party;reuters,donald trump;tayyip erdogan;liverpool mohamed salah;laura kuenssberg;mike pence;boris johnson;pierre-emerick aubameyang;mark lowen,"Istanbul, Istanbul, Turkey;Egypt;United Kingdom;Zimbabwe;White House, District Of Columbia, United States;Cameroon;Gabon;Tanzania;Sadio, Fatick, Senegal;Senegal;Turkey",20190617000000,28.9647,41.0186
20191114080000-1492,1.60337552742616,7.93248945147679,macquarie university;hong kong hospital authority;chinese university of hong kong;university of hong kong;cnn;chinese communist party;people liberation army;hong kong polytechnic university in kowloon;tai koo;people armed police;xinhua,isaac yee;julia hollingsworth;sandi sidhu;chermaine lee;shen chunyao;james griffiths;joshua berlinger,"New Territories, Hong Kong (General), Hong Kong;Hong Kong;University Of Hong Kong, Hong Kong (General), Hong Kong;Sydney, New South Wales, Australia;Beijing, Beijing, China;China;Hong Kong Island, Hong Kong (General), Hong Kong;Macao, Macau (General), Macau",20191114080000,114.083,22.4167
20190608050000-985,5.86666666666667,1.6,cnn,james hetfield;barack obama;jordan smith;alessia cara;kirk hammett,United States;Canada,20190608050000,-98.5795,39.828175
20190206123000-689,3.61842105263158,1.31578947368421,white house;cnn;united states,jens stoltenberg;donald trump,"United States;United Kingdom;Brussels, Bruxelles-Capitale, Belgium;London, London, City Of, United Kingdom;Washington, Washington, United States",20190206123000,-98.5795,39.828175
20190131074500-657,2.76752767527675,2.9520295202952003,labour party,laura smith;ian austin;graham stringer;kevin barron;john spellar;caroline flint;graham brady;jim fitzpatrick;ruth smeeth;mike kane;tracy brabin;yvonne fovargue;dennis skinner;owen smith;iain watson;kate hoey;john mann;emma lewell;gloria de piero;roger godsiff;rosie cooper;gareth snell;stephen hepburn;jim mcmahon;jeremy corbyn;ronnie campbell;judith cummins;stephen twigg;yvette cooper,"Ireland;United Kingdom;Brussels, Bruxelles-Capitale, Belgium;Northern Ireland, Craigavon, United Kingdom",20190131074500,-8.0,53.0
20190412180000-1050,5.50724637681159,4.63768115942029,lucasfilm;disney,luke skywalker;adam driver;kathleen kennedy;daisy ridley;mark hamill;carrie fisher,"New York, United States;Florida, United States;Hollywood, California, United States;Canada;Illinois, United States;Chicago, Illinois, United States",20190412180000,-74.9384,42.1497
20191101194500-2468,3.7321624588364397,2.6344676180022,google;walmart;hackett;ibm;nasdaq;microsoft;disney;facebook;lam research,mark hackett;yousef abbasi;warren buffett;jeff bezos;adam phillips;chuck royce;lindsey bell,"New York, United States;United States",20191101194500,-74.9384,42.1497
20191203153000-2047,2.39520958083832,3.2934131736527004,united states,chris rupkey;donald trump,"New York, United States;United States;Argentina;Brazil;Beijing, Beijing, China;China;France;London, London, City Of, United Kingdom",20191203153000,-74.9384,42.1497
